device_id,device_type,timestamp,src_ip,dst_ip,protocol,dst_port,bytes_out,packets_out,duration,direction,label
Router_01,Router,2024-01-15 00:11:00,192.168.1.1,8.8.8.8,DNS,53,8914,25,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:12:00,192.168.1.10,192.168.1.100,RTSP,554,91834,101,60,outbound,normal
Router_01,Router,2024-01-15 00:12:00,192.168.1.1,8.8.8.8,DNS,53,7723,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:13:00,192.168.1.10,192.168.1.100,RTSP,554,82735,105,60,outbound,normal
Router_01,Router,2024-01-15 00:13:00,192.168.1.1,8.8.8.8,DNS,53,7786,24,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:14:00,192.168.1.10,192.168.1.100,RTSP,554,90990,95,60,outbound,normal
Router_01,Router,2024-01-15 00:14:00,192.168.1.1,8.8.8.8,DNS,53,4505,15,1,outbound,normal
Access_01,AccessController,2024-01-15 00:15:00,192.168.1.20,192.168.1.50,HTTPS,443,2145,5,2,outbound,normal
CCTV_01,CCTV,2024-01-15 00:15:00,192.168.1.10,192.168.1.100,RTSP,554,90974,127,60,outbound,normal
Router_01,Router,2024-01-15 00:15:00,192.168.1.1,8.8.8.8,DNS,53,4748,2,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:16:00,192.168.1.10,192.168.1.100,RTSP,554,99797,84,60,outbound,normal
Router_01,Router,2024-01-15 00:16:00,192.168.1.1,8.8.4.4,DNS,53,8594,15,1,outbound,normal
Router_01,Router,2024-01-15 00:17:00,192.168.1.1,8.8.8.8,DNS,53,7430,14,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:17:00,192.168.1.10,192.168.1.100,RTSP,554,112338,81,60,outbound,normal
Router_01,Router,2024-01-15 00:18:00,192.168.1.1,8.8.4.4,DNS,53,14196,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:18:00,192.168.1.10,192.168.1.100,RTSP,554,103132,70,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:19:00,192.168.1.10,192.168.1.100,RTSP,554,80077,102,60,outbound,normal
Router_01,Router,2024-01-15 00:19:00,192.168.1.1,8.8.4.4,DNS,53,9020,11,1,outbound,normal
Router_01,Router,2024-01-15 00:20:00,192.168.1.1,8.8.8.8,DNS,53,8590,13,1,outbound,normal
Access_01,AccessController,2024-01-15 00:20:00,192.168.1.20,192.168.1.50,HTTPS,443,2298,3,2,outbound,normal
CCTV_01,CCTV,2024-01-15 00:20:00,192.168.1.10,192.168.1.100,RTSP,554,111076,102,60,outbound,normal
Router_01,Router,2024-01-15 00:21:00,192.168.1.1,8.8.8.8,DNS,53,7178,24,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:21:00,192.168.1.10,192.168.1.100,RTSP,554,98265,95,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:22:00,192.168.1.10,192.168.1.100,RTSP,554,77822,89,60,outbound,normal
Router_01,Router,2024-01-15 00:22:00,192.168.1.1,8.8.4.4,DNS,53,10354,15,1,outbound,normal
Router_01,Router,2024-01-15 00:23:00,192.168.1.1,8.8.4.4,DNS,53,3391,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:23:00,192.168.1.10,192.168.1.100,RTSP,554,93090,115,60,outbound,normal
Router_01,Router,2024-01-15 00:24:00,192.168.1.1,8.8.4.4,DNS,53,13406,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:24:00,192.168.1.10,192.168.1.100,RTSP,554,105154,73,60,outbound,normal
Router_01,Router,2024-01-15 00:25:00,192.168.1.1,8.8.8.8,DNS,53,10206,22,1,outbound,normal
Access_01,AccessController,2024-01-15 00:25:00,192.168.1.20,192.168.1.50,HTTPS,443,1390,5,2,outbound,normal
CCTV_01,CCTV,2024-01-15 00:25:00,192.168.1.10,192.168.1.100,RTSP,554,104861,94,60,outbound,normal
Router_01,Router,2024-01-15 00:26:00,192.168.1.1,8.8.8.8,DNS,53,8437,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:26:00,192.168.1.10,192.168.1.100,RTSP,554,89846,109,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:27:00,192.168.1.10,192.168.1.100,RTSP,554,115464,113,60,outbound,normal
Router_01,Router,2024-01-15 00:27:00,192.168.1.1,8.8.4.4,DNS,53,3129,18,1,outbound,normal
Router_01,Router,2024-01-15 00:28:00,192.168.1.1,8.8.8.8,DNS,53,6370,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:28:00,192.168.1.10,192.168.1.100,RTSP,554,87411,95,60,outbound,normal
Router_01,Router,2024-01-15 00:29:00,192.168.1.1,8.8.8.8,DNS,53,5500,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:29:00,192.168.1.10,192.168.1.100,RTSP,554,104968,114,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:30:00,192.168.1.10,192.168.1.100,RTSP,554,92812,97,60,outbound,normal
Router_01,Router,2024-01-15 00:30:00,192.168.1.1,8.8.4.4,DNS,53,8067,16,1,outbound,normal
Access_01,AccessController,2024-01-15 00:30:00,192.168.1.20,192.168.1.50,HTTPS,443,1684,1,2,outbound,normal
CCTV_01,CCTV,2024-01-15 00:31:00,192.168.1.10,192.168.1.100,RTSP,554,83404,82,60,outbound,normal
Router_01,Router,2024-01-15 00:31:00,192.168.1.1,8.8.8.8,DNS,53,5770,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:32:00,192.168.1.10,192.168.1.100,RTSP,554,112187,120,60,outbound,normal
Router_01,Router,2024-01-15 00:32:00,192.168.1.1,8.8.4.4,DNS,53,6806,6,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:33:00,192.168.1.10,192.168.1.100,RTSP,554,98919,115,60,outbound,normal
Router_01,Router,2024-01-15 00:33:00,192.168.1.1,8.8.4.4,DNS,53,7781,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:34:00,192.168.1.10,192.168.1.100,RTSP,554,105424,90,60,outbound,normal
Router_01,Router,2024-01-15 00:34:00,192.168.1.1,8.8.4.4,DNS,53,8321,21,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:35:00,192.168.1.10,192.168.1.100,RTSP,554,105420,123,60,outbound,normal
Router_01,Router,2024-01-15 00:35:00,192.168.1.1,8.8.8.8,DNS,53,7527,14,1,outbound,normal
Access_01,AccessController,2024-01-15 00:35:00,192.168.1.20,192.168.1.50,HTTPS,443,2485,7,2,outbound,normal
CCTV_01,CCTV,2024-01-15 00:36:00,192.168.1.10,192.168.1.100,RTSP,554,99462,123,60,outbound,normal
Router_01,Router,2024-01-15 00:36:00,192.168.1.1,8.8.4.4,DNS,53,5793,19,1,outbound,normal
Router_01,Router,2024-01-15 00:37:00,192.168.1.1,8.8.8.8,DNS,53,8368,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:37:00,192.168.1.10,192.168.1.100,RTSP,554,60703,112,60,outbound,normal
Router_01,Router,2024-01-15 00:38:00,192.168.1.1,8.8.4.4,DNS,53,4190,22,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:38:00,192.168.1.10,192.168.1.100,RTSP,554,101305,95,60,outbound,normal
Router_01,Router,2024-01-15 00:39:00,192.168.1.1,8.8.8.8,DNS,53,5544,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:39:00,192.168.1.10,192.168.1.100,RTSP,554,101376,70,60,outbound,normal
Access_01,AccessController,2024-01-15 00:40:00,192.168.1.20,192.168.1.50,HTTPS,443,2778,5,2,outbound,normal
Router_01,Router,2024-01-15 00:40:00,192.168.1.1,8.8.4.4,DNS,53,8716,9,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:40:00,192.168.1.10,192.168.1.100,RTSP,554,96704,105,60,outbound,normal
Router_01,Router,2024-01-15 00:41:00,192.168.1.1,8.8.4.4,DNS,53,5012,4,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:41:00,192.168.1.10,192.168.1.100,RTSP,554,122168,92,60,outbound,normal
Router_01,Router,2024-01-15 00:42:00,192.168.1.1,8.8.8.8,DNS,53,9441,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:42:00,192.168.1.10,192.168.1.100,RTSP,554,87872,92,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:43:00,192.168.1.10,192.168.1.100,RTSP,554,113731,104,60,outbound,normal
Router_01,Router,2024-01-15 00:43:00,192.168.1.1,8.8.8.8,DNS,53,13854,10,1,outbound,normal
Router_01,Router,2024-01-15 00:44:00,192.168.1.1,8.8.8.8,DNS,53,6157,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:44:00,192.168.1.10,192.168.1.100,RTSP,554,92053,107,60,outbound,normal
Router_01,Router,2024-01-15 00:45:00,192.168.1.1,8.8.8.8,DNS,53,8486,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:45:00,192.168.1.10,192.168.1.100,RTSP,554,101456,114,60,outbound,normal
Access_01,AccessController,2024-01-15 00:45:00,192.168.1.20,192.168.1.50,HTTPS,443,2312,7,2,outbound,normal
Router_01,Router,2024-01-15 00:46:00,192.168.1.1,8.8.4.4,DNS,53,9224,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:46:00,192.168.1.10,192.168.1.100,RTSP,554,89469,95,60,outbound,normal
Router_01,Router,2024-01-15 00:47:00,192.168.1.1,8.8.8.8,DNS,53,5236,6,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:47:00,192.168.1.10,192.168.1.100,RTSP,554,94118,78,60,outbound,normal
Router_01,Router,2024-01-15 00:48:00,192.168.1.1,8.8.8.8,DNS,53,3552,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:48:00,192.168.1.10,192.168.1.100,RTSP,554,104441,103,60,outbound,normal
Router_01,Router,2024-01-15 00:49:00,192.168.1.1,8.8.8.8,DNS,53,7398,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:49:00,192.168.1.10,192.168.1.100,RTSP,554,100076,96,60,outbound,normal
Router_01,Router,2024-01-15 00:50:00,192.168.1.1,8.8.4.4,DNS,53,10486,21,1,outbound,normal
Access_01,AccessController,2024-01-15 00:50:00,192.168.1.20,192.168.1.50,HTTPS,443,1679,7,2,outbound,normal
CCTV_01,CCTV,2024-01-15 00:50:00,192.168.1.10,192.168.1.100,RTSP,554,78769,93,60,outbound,normal
Router_01,Router,2024-01-15 00:51:00,192.168.1.1,8.8.4.4,DNS,53,7330,6,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:51:00,192.168.1.10,192.168.1.100,RTSP,554,94859,87,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:52:00,192.168.1.10,192.168.1.100,RTSP,554,97580,106,60,outbound,normal
Router_01,Router,2024-01-15 00:52:00,192.168.1.1,8.8.4.4,DNS,53,6866,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:53:00,192.168.1.10,192.168.1.100,RTSP,554,128292,102,60,outbound,normal
Router_01,Router,2024-01-15 00:53:00,192.168.1.1,8.8.4.4,DNS,53,6685,11,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:54:00,192.168.1.10,192.168.1.100,RTSP,554,103863,98,60,outbound,normal
Router_01,Router,2024-01-15 00:54:00,192.168.1.1,8.8.8.8,DNS,53,6693,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:55:00,192.168.1.10,192.168.1.100,RTSP,554,71218,99,60,outbound,normal
Router_01,Router,2024-01-15 00:55:00,192.168.1.1,8.8.4.4,DNS,53,6728,16,1,outbound,normal
Access_01,AccessController,2024-01-15 00:55:00,192.168.1.20,192.168.1.50,HTTPS,443,2137,6,2,outbound,normal
Router_01,Router,2024-01-15 00:56:00,192.168.1.1,8.8.4.4,DNS,53,8720,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:56:00,192.168.1.10,192.168.1.100,RTSP,554,100903,136,60,outbound,normal
CCTV_01,CCTV,2024-01-15 00:57:00,192.168.1.10,192.168.1.100,RTSP,554,97114,104,60,outbound,normal
Router_01,Router,2024-01-15 00:57:00,192.168.1.1,8.8.8.8,DNS,53,10542,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:58:00,192.168.1.10,192.168.1.100,RTSP,554,99479,82,60,outbound,normal
Router_01,Router,2024-01-15 00:58:00,192.168.1.1,8.8.4.4,DNS,53,4764,16,1,outbound,normal
Router_01,Router,2024-01-15 00:59:00,192.168.1.1,8.8.8.8,DNS,53,6365,16,1,outbound,normal
CCTV_01,CCTV,2024-01-15 00:59:00,192.168.1.10,192.168.1.100,RTSP,554,117142,111,60,outbound,normal
Access_01,AccessController,2024-01-15 01:00:00,192.168.1.20,192.168.1.50,HTTPS,443,2093,7,2,outbound,normal
CCTV_01,CCTV,2024-01-15 01:00:00,192.168.1.10,192.168.1.100,RTSP,554,111865,86,60,outbound,normal
Router_01,Router,2024-01-15 01:00:00,192.168.1.1,8.8.8.8,DNS,53,3192,21,1,outbound,normal
Router_01,Router,2024-01-15 01:01:00,192.168.1.1,8.8.8.8,DNS,53,9344,7,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:01:00,192.168.1.10,192.168.1.100,RTSP,554,121041,78,60,outbound,normal
Router_01,Router,2024-01-15 01:02:00,192.168.1.1,8.8.8.8,DNS,53,5042,23,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:02:00,192.168.1.10,192.168.1.100,RTSP,554,108802,132,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:03:00,192.168.1.10,192.168.1.100,RTSP,554,85141,91,60,outbound,normal
Router_01,Router,2024-01-15 01:03:00,192.168.1.1,8.8.4.4,DNS,53,6525,10,1,outbound,normal
Router_01,Router,2024-01-15 01:04:00,192.168.1.1,8.8.4.4,DNS,53,3467,13,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:04:00,192.168.1.10,192.168.1.100,RTSP,554,101494,92,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:05:00,192.168.1.10,192.168.1.100,RTSP,554,76740,101,60,outbound,normal
Access_01,AccessController,2024-01-15 01:05:00,192.168.1.20,192.168.1.50,HTTPS,443,2111,2,2,outbound,normal
Router_01,Router,2024-01-15 01:05:00,192.168.1.1,8.8.4.4,DNS,53,7544,18,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:06:00,192.168.1.10,192.168.1.100,RTSP,554,84065,107,60,outbound,normal
Router_01,Router,2024-01-15 01:06:00,192.168.1.1,8.8.8.8,DNS,53,5201,7,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:07:00,192.168.1.10,192.168.1.100,RTSP,554,86208,123,60,outbound,normal
Router_01,Router,2024-01-15 01:07:00,192.168.1.1,8.8.4.4,DNS,53,8901,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:08:00,192.168.1.10,192.168.1.100,RTSP,554,88251,95,60,outbound,normal
Router_01,Router,2024-01-15 01:08:00,192.168.1.1,8.8.8.8,DNS,53,4857,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:09:00,192.168.1.10,192.168.1.100,RTSP,554,112202,81,60,outbound,normal
Router_01,Router,2024-01-15 01:09:00,192.168.1.1,8.8.8.8,DNS,53,8075,20,1,outbound,normal
Access_01,AccessController,2024-01-15 01:10:00,192.168.1.20,192.168.1.50,HTTPS,443,2725,3,2,outbound,normal
CCTV_01,CCTV,2024-01-15 01:10:00,192.168.1.10,192.168.1.100,RTSP,554,103411,119,60,outbound,normal
Router_01,Router,2024-01-15 01:10:00,192.168.1.1,8.8.8.8,DNS,53,7859,2,1,outbound,normal
Router_01,Router,2024-01-15 01:11:00,192.168.1.1,8.8.4.4,DNS,53,7696,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:11:00,192.168.1.10,192.168.1.100,RTSP,554,75887,102,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:12:00,192.168.1.10,192.168.1.100,RTSP,554,103898,111,60,outbound,normal
Router_01,Router,2024-01-15 01:12:00,192.168.1.1,8.8.4.4,DNS,53,6212,13,1,outbound,normal
Router_01,Router,2024-01-15 01:13:00,192.168.1.1,8.8.4.4,DNS,53,7647,1,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:13:00,192.168.1.10,192.168.1.100,RTSP,554,81445,80,60,outbound,normal
Router_01,Router,2024-01-15 01:14:00,192.168.1.1,8.8.8.8,DNS,53,11342,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:14:00,192.168.1.10,192.168.1.100,RTSP,554,107829,104,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:15:00,192.168.1.10,192.168.1.100,RTSP,554,103757,105,60,outbound,normal
Router_01,Router,2024-01-15 01:15:00,192.168.1.1,8.8.8.8,DNS,53,9011,14,1,outbound,normal
Access_01,AccessController,2024-01-15 01:15:00,192.168.1.20,192.168.1.50,HTTPS,443,2626,4,2,outbound,normal
CCTV_01,CCTV,2024-01-15 01:16:00,192.168.1.10,192.168.1.100,RTSP,554,89799,103,60,outbound,normal
Router_01,Router,2024-01-15 01:16:00,192.168.1.1,8.8.4.4,DNS,53,10515,17,1,outbound,normal
Router_01,Router,2024-01-15 01:17:00,192.168.1.1,8.8.8.8,DNS,53,7530,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:17:00,192.168.1.10,192.168.1.100,RTSP,554,104396,89,60,outbound,normal
Router_01,Router,2024-01-15 01:18:00,192.168.1.1,8.8.4.4,DNS,53,9595,5,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:18:00,192.168.1.10,192.168.1.100,RTSP,554,127986,107,60,outbound,normal
Router_01,Router,2024-01-15 01:19:00,192.168.1.1,8.8.4.4,DNS,53,9291,9,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:19:00,192.168.1.10,192.168.1.100,RTSP,554,82130,109,60,outbound,normal
Access_01,AccessController,2024-01-15 01:20:00,192.168.1.20,192.168.1.50,HTTPS,443,2588,7,2,outbound,normal
CCTV_01,CCTV,2024-01-15 01:20:00,192.168.1.10,192.168.1.100,RTSP,554,85379,111,60,outbound,normal
Router_01,Router,2024-01-15 01:20:00,192.168.1.1,8.8.4.4,DNS,53,10504,15,1,outbound,normal
Router_01,Router,2024-01-15 01:21:00,192.168.1.1,8.8.8.8,DNS,53,9288,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:21:00,192.168.1.10,192.168.1.100,RTSP,554,117378,87,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:22:00,192.168.1.10,192.168.1.100,RTSP,554,114450,106,60,outbound,normal
Router_01,Router,2024-01-15 01:22:00,192.168.1.1,8.8.4.4,DNS,53,4495,10,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:23:00,192.168.1.10,192.168.1.100,RTSP,554,112330,128,60,outbound,normal
Router_01,Router,2024-01-15 01:23:00,192.168.1.1,8.8.8.8,DNS,53,9344,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:24:00,192.168.1.10,192.168.1.100,RTSP,554,96319,88,60,outbound,normal
Router_01,Router,2024-01-15 01:24:00,192.168.1.1,8.8.8.8,DNS,53,10361,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:25:00,192.168.1.10,192.168.1.100,RTSP,554,86657,87,60,outbound,normal
Access_01,AccessController,2024-01-15 01:25:00,192.168.1.20,192.168.1.50,HTTPS,443,2215,6,2,outbound,normal
Router_01,Router,2024-01-15 01:25:00,192.168.1.1,8.8.4.4,DNS,53,6066,11,1,outbound,normal
Router_01,Router,2024-01-15 01:26:00,192.168.1.1,8.8.4.4,DNS,53,8205,3,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:26:00,192.168.1.10,192.168.1.100,RTSP,554,98843,105,60,outbound,normal
Router_01,Router,2024-01-15 01:27:00,192.168.1.1,8.8.4.4,DNS,53,11346,17,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:27:00,192.168.1.10,192.168.1.100,RTSP,554,104150,112,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:28:00,192.168.1.10,192.168.1.100,RTSP,554,100195,121,60,outbound,normal
Router_01,Router,2024-01-15 01:28:00,192.168.1.1,8.8.4.4,DNS,53,10454,7,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:29:00,192.168.1.10,192.168.1.100,RTSP,554,96030,140,60,outbound,normal
Router_01,Router,2024-01-15 01:29:00,192.168.1.1,8.8.8.8,DNS,53,10489,26,1,outbound,normal
Router_01,Router,2024-01-15 01:30:00,192.168.1.1,8.8.8.8,DNS,53,5358,18,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:30:00,192.168.1.10,192.168.1.100,RTSP,554,109385,87,60,outbound,normal
Access_01,AccessController,2024-01-15 01:30:00,192.168.1.20,192.168.1.50,HTTPS,443,2211,1,2,outbound,normal
CCTV_01,CCTV,2024-01-15 01:31:00,192.168.1.10,192.168.1.100,RTSP,554,83936,107,60,outbound,normal
Router_01,Router,2024-01-15 01:31:00,192.168.1.1,8.8.4.4,DNS,53,8002,7,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:32:00,192.168.1.10,192.168.1.100,RTSP,554,96648,110,60,outbound,normal
Router_01,Router,2024-01-15 01:32:00,192.168.1.1,8.8.8.8,DNS,53,8985,19,1,outbound,normal
Router_01,Router,2024-01-15 01:33:00,192.168.1.1,8.8.8.8,DNS,53,6797,20,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:33:00,192.168.1.10,192.168.1.100,RTSP,554,107098,98,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:34:00,192.168.1.10,192.168.1.100,RTSP,554,87298,77,60,outbound,normal
Router_01,Router,2024-01-15 01:34:00,192.168.1.1,8.8.8.8,DNS,53,4666,7,1,outbound,normal
Access_01,AccessController,2024-01-15 01:35:00,192.168.1.20,192.168.1.50,HTTPS,443,2059,2,2,outbound,normal
CCTV_01,CCTV,2024-01-15 01:35:00,192.168.1.10,192.168.1.100,RTSP,554,93302,112,60,outbound,normal
Router_01,Router,2024-01-15 01:35:00,192.168.1.1,8.8.8.8,DNS,53,8273,15,1,outbound,normal
Router_01,Router,2024-01-15 01:36:00,192.168.1.1,8.8.8.8,DNS,53,6566,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:36:00,192.168.1.10,192.168.1.100,RTSP,554,103211,81,60,outbound,normal
Router_01,Router,2024-01-15 01:37:00,192.168.1.1,8.8.4.4,DNS,53,9061,19,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:37:00,192.168.1.10,192.168.1.100,RTSP,554,102597,105,60,outbound,normal
Router_01,Router,2024-01-15 01:38:00,192.168.1.1,8.8.8.8,DNS,53,7753,18,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:38:00,192.168.1.10,192.168.1.100,RTSP,554,86742,102,60,outbound,normal
Router_01,Router,2024-01-15 01:39:00,192.168.1.1,8.8.4.4,DNS,53,7108,25,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:39:00,192.168.1.10,192.168.1.100,RTSP,554,100873,82,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:40:00,192.168.1.10,192.168.1.100,RTSP,554,105366,108,60,outbound,normal
Access_01,AccessController,2024-01-15 01:40:00,192.168.1.20,192.168.1.50,HTTPS,443,2085,2,2,outbound,normal
Router_01,Router,2024-01-15 01:40:00,192.168.1.1,8.8.4.4,DNS,53,6374,25,1,outbound,normal
Router_01,Router,2024-01-15 01:41:00,192.168.1.1,8.8.4.4,DNS,53,8069,8,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:41:00,192.168.1.10,192.168.1.100,RTSP,554,116245,115,60,outbound,normal
Router_01,Router,2024-01-15 01:42:00,192.168.1.1,8.8.4.4,DNS,53,10736,15,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:42:00,192.168.1.10,192.168.1.100,RTSP,554,79334,85,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:43:00,192.168.1.10,192.168.1.100,RTSP,554,107725,107,60,outbound,normal
Router_01,Router,2024-01-15 01:43:00,192.168.1.1,8.8.8.8,DNS,53,9702,21,1,outbound,normal
Router_01,Router,2024-01-15 01:44:00,192.168.1.1,8.8.8.8,DNS,53,8675,12,1,outbound,normal
CCTV_01,CCTV,2024-01-15 01:44:00,192.168.1.10,192.168.1.100,RTSP,554,107725,157,60,outbound,normal
CCTV_01,CCTV,2024-01-15 01:45:00,192.168.1.10,192.168.1.100,RTSP,554,108563,117,60,outbound,normal
